storm_id,lat_start,lon_start,lat_mid,lon_mid,lat_end,lon_end,vmax,lon_min,lat_min,wind_log,Track_Type
391,28.9,323.3,30.8,319.2,45.0,317.4,51.440002,312.1,35.5,7.1721687,8
392,15.5,322.0,31.4,333.5,37.6,330.9,41.152,305.9,26.3,6.4149823,7
393,12.4,322.0,18.9,317.9,23.5,322.2,23.148,317.8,19.2,4.811237,3
394,25.5,287.5,25.5,287.6,25.3,288.3,20.576,287.5,25.5,4.5360775,1
395,14.7,297.3,54.0,330.7,40.0,352.5,41.152,294.2,23.6,6.4149823,4
396,14.3,282.6,26.7,282.9,41.5,279.3,51.440002,279.3,41.5,7.1721687,0
397,20.1,309.2,26.9,310.9,30.9,331.4,23.148,308.2,21.6,4.811237,18
398,13.9,263.9,15.7,265.8,18.8,266.1,36.008,263.9,13.9,6.0006666,6
399,25.1,273.4,31.6,278.6,44.5,293.0,28.292,273.4,25.1,5.3190227,17
400,12.4,278.5,17.6,269.7,19.6,262.5,20.576,262.5,19.6,4.5360775,5
401,9.3,318.6,12.1,304.8,16.7,288.8,28.292,288.8,16.7,5.3190227,11
402,11.3,340.0,20.4,298.0,32.4,284.4,25.720001,280.6,26.1,5.071489,3
403,13.9,336.7,19.2,324.9,20.0,317.2,20.576,317.2,20.0,4.5360775,3
404,18.7,265.8,19.5,263.7,20.5,261.8,25.720001,261.8,20.5,5.071489,5
405,16.2,294.1,25.2,292.0,37.7,293.4,28.292,290.8,22.8,5.3190227,12
406,13.0,342.4,24.7,328.8,33.0,315.5,41.152,315.5,33.0,6.4149823,7
407,19.3,267.8,21.3,265.5,23.7,260.3,38.58,260.3,23.7,6.2112803,6
408,21.1,310.0,28.1,316.3,38.0,331.1,23.148,309.4,23.3,4.811237,18
409,21.5,273.2,25.8,269.8,28.1,268.1,28.292,268.1,28.0,5.3190227,17
410,27.6,304.1,29.3,311.1,32.8,316.1,23.148,304.1,27.6,4.811237,18
411,23.9,307.6,33.7,307.6,40.0,342.9,28.292,305.3,30.8,5.3190227,18
412,34.3,332.3,33.6,332.2,37.1,332.2,28.292,331.1,33.1,5.3190227,13
413,32.0,281.8,35.3,284.0,59.5,305.0,43.724,280.7,27.6,6.6124125,0
414,9.6,322.9,23.4,287.2,47.5,345.0,36.008,286.4,26.1,6.0006666,7
415,21.5,287.8,36.3,292.9,69.0,345.0,38.58,287.0,22.9,6.2112803,4
416,19.2,267.7,22.0,263.0,21.6,259.0,23.148,259.0,21.6,4.811237,5
417,13.7,326.8,30.6,302.2,33.4,329.3,54.012,302.2,30.6,7.3492856,19
418,22.0,298.8,27.9,294.6,33.9,301.0,36.008,294.6,27.9,6.0006666,4
419,16.4,305.1,24.1,291.5,53.9,329.1,64.3,291.3,24.7,8.018728,14
420,19.5,264.7,18.3,275.5,16.8,269.5,18.004,264.7,19.5,4.243112,5
421,26.8,280.8,32.6,282.1,43.0,293.0,25.720001,280.8,26.8,5.071489,17
422,27.0,265.7,34.8,263.7,38.9,278.7,25.720001,262.5,32.2,5.071489,17
423,35.4,284.6,37.6,292.5,46.0,304.1,23.148,284.6,35.4,4.811237,1
424,9.6,330.7,12.8,314.7,15.8,298.7,56.584,298.7,15.8,7.5222335,19
425,14.3,314.9,16.3,302.5,17.6,291.4,23.148,291.4,17.6,4.811237,9
426,11.6,342.5,20.0,328.6,25.3,316.8,38.58,316.7,24.5,6.2112803,7
427,12.0,336.9,13.5,326.6,14.0,313.6,25.720001,313.6,14.0,5.071489,3
428,31.1,297.8,30.9,299.2,35.7,299.7,23.148,297.8,31.1,4.811237,1
429,9.4,335.8,20.9,311.3,24.1,310.7,23.148,310.7,24.1,4.811237,3
430,26.8,291.3,35.8,295.9,35.2,352.3,69.444,285.2,23.2,8.333306,16
431,22.2,288.5,34.2,290.4,40.7,314.6,38.58,283.7,27.2,6.2112803,4
432,26.6,284.7,27.3,318.9,57.0,318.0,38.58,284.7,26.6,6.2112803,4
433,27.2,287.9,35.6,285.5,30.6,330.5,20.576,279.6,32.8,4.5360775,1
434,21.6,272.0,30.0,276.7,43.0,302.0,25.720001,272.0,21.6,5.071489,17
435,19.4,268.4,19.8,264.7,20.8,261.3,20.576,261.3,20.8,4.5360775,5
436,16.3,282.5,17.4,271.1,19.0,262.5,38.58,262.5,19.0,6.2112803,6
437,12.0,327.8,20.0,312.8,27.1,293.3,23.148,293.3,27.1,4.811237,3
438,11.0,340.6,29.3,305.8,40.9,333.9,54.012,304.6,30.7,7.3492856,8
439,23.8,278.6,34.3,281.8,41.7,290.0,36.008,272.0,24.4,6.0006666,4
440,20.0,311.5,30.5,306.5,55.1,329.7,28.292,306.2,32.1,5.3190227,18
441,13.1,341.0,18.3,312.7,45.0,320.1,30.864,294.6,29.7,5.5555377,7
442,27.3,279.8,30.3,283.9,35.4,282.6,23.148,278.3,30.5,4.811237,1
443,13.2,333.3,20.6,325.5,31.6,319.5,23.148,317.4,28.3,4.811237,3
444,13.4,300.2,18.0,285.7,35.3,288.9,74.588,279.3,29.7,8.636435,16
445,23.2,300.2,27.3,293.6,59.0,323.5,61.728,293.1,27.8,7.856717,14
446,12.5,279.3,10.6,280.9,9.1,266.7,51.440002,266.7,9.1,7.1721687,10
447,35.8,309.7,31.7,318.9,31.9,313.6,28.292,308.8,37.4,5.3190227,13
448,7.5,310.4,8.9,302.2,10.6,297.4,23.148,297.4,10.6,4.811237,9
449,23.6,271.4,28.7,266.5,38.9,281.5,25.720001,266.2,30.3,5.071489,17
450,10.3,312.3,11.0,307.8,11.4,302.9,23.148,302.9,11.4,4.811237,9
451,28.4,274.6,27.5,278.3,30.7,281.9,25.720001,274.6,28.4,5.071489,17
452,15.5,278.5,19.8,270.7,19.8,261.7,38.58,261.7,19.8,6.2112803,6
453,22.4,293.2,31.9,287.8,50.5,323.5,48.868,287.7,29.9,6.9905653,0
454,13.7,314.2,24.7,266.0,38.2,275.3,59.156002,262.4,29.3,7.6912937,10
455,30.7,279.3,31.8,279.8,35.4,284.5,20.576,279.3,30.7,4.5360775,1
456,16.1,333.1,18.1,296.9,36.8,269.9,79.732,269.9,36.8,8.929277,16
457,9.3,326.5,25.0,293.1,38.7,290.8,69.444,288.0,28.6,8.333306,2
458,22.2,262.8,21.6,265.4,20.1,262.3,46.296,262.3,20.1,6.8041167,6
459,10.4,336.9,30.0,311.1,45.8,321.1,51.440002,302.7,31.7,7.1721687,8
460,12.2,310.3,28.0,287.3,48.0,343.0,77.16,286.9,31.1,8.784077,16
461,10.7,279.2,24.6,272.8,47.5,304.0,41.152,270.8,29.1,6.4149823,4
462,31.8,320.5,30.2,324.3,60.1,365.3,51.440002,319.9,30.4,7.1721687,8
463,17.5,275.8,20.1,276.5,22.7,278.8,18.004,275.5,18.2,4.243112,5
464,25.5,307.7,30.0,310.0,45.5,313.0,25.720001,307.7,25.5,5.071489,18
465,18.8,272.9,29.1,274.1,46.0,276.7,28.292,272.1,36.7,5.3190227,17
466,10.0,325.1,20.7,287.3,45.5,304.3,36.008,286.2,23.7,6.0006666,7
467,30.7,291.5,35.0,290.0,63.5,348.5,46.296,284.6,33.0,6.8041167,0
468,41.2,326.3,32.2,310.8,47.0,329.2,23.148,309.7,31.7,4.811237,18
469,36.9,314.5,44.2,320.9,55.0,355.5,20.576,314.1,37.8,4.5360775,18
470,12.8,343.1,24.5,305.0,42.2,286.7,66.872,277.4,36.4,8.17753,2
471,22.4,283.0,30.4,271.5,35.5,267.7,30.864,267.7,35.5,5.5555377,17
472,13.5,325.0,14.6,312.4,15.4,291.0,33.436,291.0,15.4,5.7823873,11
473,13.4,343.2,20.3,323.5,49.5,350.0,48.868,322.6,23.5,6.9905653,8
474,37.0,320.2,34.4,326.8,30.8,325.0,23.148,315.1,32.1,4.811237,18
475,7.7,338.2,11.2,312.3,14.4,295.8,28.292,295.8,14.4,5.3190227,11
476,35.0,315.0,29.8,303.4,41.1,352.4,41.152,301.7,35.6,6.4149823,13
477,17.8,273.4,32.8,276.8,41.2,350.0,72.016,273.1,18.1,8.486224,16
478,9.3,333.3,12.6,328.3,16.2,323.0,28.292,323.0,16.2,5.3190227,11
479,25.4,314.7,32.3,304.6,62.4,350.9,48.868,301.5,26.2,6.9905653,8
480,28.1,291.4,30.6,290.9,31.6,293.3,18.004,290.9,30.3,4.243112,1
481,28.5,273.5,29.1,268.3,37.2,267.1,33.436,266.4,31.9,5.7823873,17
482,40.1,300.3,36.3,319.2,36.5,315.2,18.004,300.3,40.1,4.243112,1
483,10.3,313.6,26.4,284.9,51.6,305.2,82.304,280.3,29.8,9.072155,16
484,31.7,287.3,31.9,287.8,38.5,291.5,18.004,287.0,33.4,4.243112,1
485,16.1,329.9,30.5,318.4,49.0,333.6,28.292,310.6,35.1,5.3190227,18
486,23.6,266.0,23.4,263.2,24.7,261.4,23.148,261.4,24.7,4.811237,5
487,23.0,285.8,29.8,283.3,41.5,302.5,56.584,281.9,29.1,7.5222335,0
488,12.6,317.4,25.4,293.4,35.1,301.7,46.296,290.9,30.5,6.8041167,19
489,28.3,264.3,29.9,264.4,31.1,265.2,20.576,264.3,28.3,4.5360775,5
490,11.5,301.2,18.0,294.5,28.8,300.0,20.576,294.2,16.0,4.5360775,9
491,10.9,341.2,22.0,315.1,54.5,351.8,72.016,315.0,22.4,8.486224,14
492,35.0,285.9,38.2,290.3,40.9,310.2,28.292,285.9,35.0,5.3190227,15
493,22.2,264.3,28.6,272.9,37.5,285.5,25.720001,264.3,22.2,5.071489,17
494,40.0,321.7,35.1,330.0,46.8,343.6,36.008,320.1,39.0,6.0006666,13
495,24.7,265.2,33.9,270.3,46.0,279.7,23.148,265.2,24.7,4.811237,17
496,40.5,308.5,43.4,319.4,40.5,332.5,36.008,308.5,40.5,6.0006666,13
497,19.4,301.9,28.8,310.6,51.3,357.9,30.864,298.2,21.0,5.5555377,4
498,28.0,281.3,35.9,286.1,32.8,295.0,28.292,281.3,28.0,5.3190227,17
499,31.5,281.2,34.2,279.6,39.9,279.4,23.148,278.9,37.1,4.811237,1
500,19.4,269.1,25.8,269.9,52.5,280.9,25.720001,267.4,19.4,5.071489,17
501,38.6,292.9,39.6,297.9,44.1,304.4,20.576,292.9,38.6,4.5360775,1
502,30.4,288.8,42.6,314.1,52.0,360.0,20.576,288.8,30.4,4.5360775,1
503,27.7,271.2,33.7,282.1,45.4,286.2,25.720001,271.2,27.7,5.071489,17
504,8.9,323.2,9.7,313.4,10.8,297.9,28.292,297.9,10.8,5.3190227,11
505,25.7,271.7,27.1,265.5,25.8,259.7,41.152,259.7,25.8,6.4149823,6
506,12.5,306.0,24.3,282.5,46.7,288.2,41.152,280.0,29.6,6.4149823,7
507,11.1,325.8,13.7,310.7,20.2,295.5,20.576,295.5,20.2,4.5360775,9
508,36.6,285.8,38.4,290.9,39.7,298.4,23.148,285.8,36.6,4.811237,1
509,14.4,312.7,20.5,281.3,38.3,275.2,66.872,266.6,30.5,8.17753,2
510,14.1,279.5,23.2,273.3,29.1,267.7,33.436,267.7,29.1,5.7823873,6
511,30.2,279.3,36.2,295.2,40.4,304.4,18.004,279.3,30.2,4.243112,1
512,15.9,284.8,17.1,275.5,15.8,268.6,33.436,268.6,15.8,5.7823873,6
513,14.6,341.9,18.6,324.2,27.5,311.6,20.576,311.6,27.5,4.5360775,3
514,16.9,318.7,46.6,327.0,36.1,334.5,46.296,295.1,32.9,6.8041167,19
515,11.0,328.6,21.1,304.9,52.8,304.2,61.728,295.7,41.0,7.856717,2
516,25.4,281.4,28.7,272.1,34.1,279.2,48.868,271.9,28.9,6.9905653,0
517,17.5,331.8,21.5,324.7,19.3,313.7,23.148,313.7,19.3,4.811237,3
518,47.2,338.0,39.4,340.9,40.6,352.4,30.864,337.5,46.6,5.5555377,13
519,10.2,335.0,12.4,325.0,15.8,313.3,18.004,313.3,15.8,4.243112,3
520,21.1,265.1,27.7,264.8,34.1,273.5,28.292,263.2,28.7,5.3190227,17
521,16.6,276.7,21.8,271.8,20.6,271.5,33.436,271.5,21.3,5.7823873,6
522,16.4,283.8,23.0,268.6,35.1,273.7,61.728,266.2,26.9,7.856717,10
523,31.5,305.1,28.9,301.3,52.1,331.5,51.440002,297.9,36.5,7.1721687,0
524,18.4,277.4,20.6,272.1,39.5,288.3,51.440002,268.3,25.1,7.1721687,10
525,14.9,287.6,19.5,277.7,35.7,290.8,66.872,272.2,15.3,8.17753,16
526,28.4,312.5,31.5,330.6,33.4,341.4,30.864,312.5,28.4,5.5555377,13
527,15.5,289.1,13.2,281.6,13.7,271.0,69.444,271.0,13.7,8.333306,16
528,30.3,304.5,34.5,298.2,37.6,303.3,25.720001,297.3,34.3,5.071489,1
529,31.9,281.9,35.4,288.1,42.5,302.1,28.292,281.9,31.9,5.3190227,15
530,22.5,267.8,33.3,274.3,44.1,300.4,20.576,267.8,22.5,4.5360775,5
531,29.8,287.2,31.5,282.4,32.4,279.3,20.576,279.3,32.4,4.5360775,1
532,9.4,317.2,22.1,278.5,46.8,295.6,38.58,276.4,28.4,6.2112803,7
533,13.9,301.3,24.1,275.9,42.6,289.0,28.292,274.1,27.4,5.3190227,12
534,15.0,313.3,18.2,283.9,20.2,262.0,54.012,262.0,20.2,7.3492856,10
535,35.8,296.6,29.7,288.0,42.3,292.7,33.436,285.6,41.7,5.7823873,15
536,16.5,281.1,33.0,270.0,46.6,296.5,66.872,269.1,31.0,8.17753,16
537,13.1,312.7,19.8,309.5,26.6,307.7,20.576,307.7,26.6,4.5360775,3
538,32.1,308.3,37.1,317.4,50.5,324.5,25.720001,308.3,32.1,5.071489,18
539,11.5,339.4,21.4,307.6,55.3,313.2,56.584,297.7,33.6,7.5222335,8
540,28.4,273.2,31.7,280.6,33.7,290.2,25.720001,273.2,28.4,5.071489,17
541,21.0,264.8,29.7,265.3,30.8,267.0,33.436,263.3,25.9,5.7823873,6
542,30.4,285.7,40.4,316.2,31.5,318.6,28.292,284.7,32.8,5.3190227,15
543,10.4,332.6,21.6,323.0,28.3,318.3,25.720001,318.0,26.5,5.071489,3
544,16.4,307.3,19.6,298.2,21.7,293.1,23.148,293.1,21.7,4.811237,9
545,10.0,326.9,20.3,302.0,58.1,337.7,69.444,298.0,28.3,8.333306,14
546,31.4,298.0,34.3,294.6,35.6,298.2,20.576,294.5,34.3,4.5360775,1
547,7.0,338.0,11.6,326.5,17.8,316.9,28.292,316.9,17.8,5.3190227,11
548,32.5,283.7,34.4,316.1,43.2,330.3,30.864,283.7,32.5,5.5555377,15
